City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Miranda,CO,3.2499,-76.2281,66.33,86,100,0.96,overcast clouds
349,Klaksvik,FO,62.2266,-6.589,41.92,95,100,13.2,light rain
350,Pierre,US,44.3683,-100.351,11.32,92,100,3.44,mist
351,Knysna,ZA,-34.0363,23.0471,74.26,52,1,10.65,clear sky
352,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,100,11.5,overcast clouds
353,Zhigansk,RU,66.7697,123.3711,-30.6,96,100,3.91,overcast clouds
354,Port Shepstone,ZA,-30.7414,30.455,71.73,65,6,15.14,clear sky
355,Novaya Ladoga,RU,60.1025,32.3019,10.98,95,57,7.43,light snow
356,Half Moon Bay,US,37.4636,-122.4286,57.74,70,100,12.66,overcast clouds
357,Manicore,BR,-5.8092,-61.3003,75.61,95,100,2.53,overcast clouds
358,Harper,LR,4.375,-7.7169,86.92,60,11,5.61,light rain
359,Toyooka,JP,35.5333,134.8333,42.91,89,100,3.87,light rain
360,Minatitlan,MX,17.9833,-94.5167,64.92,94,0,2.95,clear sky
361,Sovetskiy,RU,61.3614,63.5842,-10.79,94,100,13.27,overcast clouds
362,Inhambane,MZ,-23.865,35.3833,74.21,90,100,22.21,light rain
363,Port Hardy,CA,50.6996,-127.4199,44.78,87,100,18.41,light intensity shower rain
364,Qui Nhon,VN,13.7667,109.2333,68.11,85,100,17.25,overcast clouds
365,Chirgaon,IN,25.5833,78.8167,54.9,36,0,4.38,clear sky
366,Sur,OM,22.5667,59.5289,74.59,56,0,11.32,clear sky
367,Samana,DO,19.2056,-69.3369,70.02,94,75,0.0,broken clouds
368,Ust-Omchug,RU,61.15,149.6333,-31.4,95,95,2.89,overcast clouds
369,Alakurtti,RU,66.9672,30.3491,-3.77,100,100,2.15,overcast clouds
370,Barentu,ER,15.1139,37.5928,81.86,38,2,12.28,clear sky
371,Redmond,US,47.674,-122.1215,47.7,92,100,2.46,light rain
372,Olkhovka,RU,53.2115,60.6069,2.23,84,100,8.16,overcast clouds
373,Salinopolis,BR,-0.6136,-47.3561,83.43,69,93,9.95,overcast clouds
374,Sinnamary,GF,5.3833,-52.95,76.8,90,100,11.52,overcast clouds
375,Kamenka,RU,51.3223,42.7678,1.83,85,100,10.49,overcast clouds
376,Hobyo,SO,5.3505,48.5268,80.58,70,0,20.29,clear sky
377,Boke,GN,10.9409,-14.2967,96.3,17,77,5.5,broken clouds
378,Sohag,EG,26.557,31.6948,70.09,30,90,10.94,overcast clouds
379,Parabel,RU,58.6978,81.4825,4.55,96,100,10.31,light snow
380,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,86,75,5.75,light snow
381,Touros,BR,-5.1989,-35.4608,85.21,60,100,14.03,overcast clouds
382,Sistranda,NO,63.7256,8.834,35.56,83,40,18.77,scattered clouds
383,Boyolangu,ID,-8.1181,111.8935,76.69,84,3,5.19,clear sky
384,Fukue,JP,32.6881,128.8419,51.03,55,6,18.28,clear sky
385,Neiafu,TO,-18.65,-173.9833,77.68,94,20,0.0,moderate rain
386,Damortis,PH,16.2423,120.4051,76.15,76,6,6.26,clear sky
387,Shahr-E Babak,IR,30.1165,55.1186,48.15,39,1,12.35,clear sky
388,San Quintin,MX,30.4833,-115.95,54.9,66,89,1.32,overcast clouds
389,Marsabit,KE,2.3284,37.9899,79.09,34,61,11.59,broken clouds
390,Sisian,AM,39.5256,46.0251,34.32,69,70,6.49,broken clouds
391,Limulunga,ZM,-15.0969,23.1376,82.65,53,99,4.05,overcast clouds
392,Metro,ID,-5.1131,105.3067,77.65,84,40,2.46,light rain
393,Lorengau,PG,-2.0226,147.2712,81.52,78,100,4.16,overcast clouds
394,Roma,US,43.2128,-75.4557,36.82,94,99,1.99,overcast clouds
395,Padang,ID,-0.9492,100.3543,77.05,84,100,1.32,overcast clouds
396,Isla Vista,US,34.4133,-119.861,60.3,76,0,0.0,clear sky
397,Nome,US,64.5011,-165.4064,12.27,92,100,0.0,light snow
398,Mangaratiba,BR,-22.9597,-44.0406,67.06,86,100,3.36,overcast clouds
399,Ifanadiana,MG,-21.3,47.6333,81.82,67,40,5.08,light rain
400,Aripuana,BR,-9.1667,-60.6333,71.53,100,100,1.83,overcast clouds
401,Dingle,PH,10.9995,122.6711,74.25,91,100,8.03,overcast clouds
402,Maracana,BR,-0.7667,-47.45,86.11,59,96,4.94,overcast clouds
403,Ilhabela,BR,-23.7781,-45.3581,70.34,85,100,2.01,overcast clouds
404,Porto Velho,BR,-8.7619,-63.9039,73.45,94,75,0.0,drizzle
405,Hays,US,30.0502,-98.0336,64.67,88,100,3.47,overcast clouds
406,Atyrau,KZ,47.1167,51.8833,10.42,79,75,26.84,mist
407,Leshukonskoye,RU,64.8989,45.7622,-19.59,99,13,4.47,few clouds
408,La Serena,CL,-29.9078,-71.2542,65.71,72,0,4.61,clear sky
409,Sumenep,ID,-7.0167,113.8667,79.11,84,7,4.09,clear sky
410,Hoima,UG,1.4356,31.3436,86.23,26,28,5.77,scattered clouds
411,San Juan,AR,-31.5375,-68.5364,85.84,23,100,9.1,overcast clouds
412,Apsheronsk,RU,44.46,39.73,29.34,70,100,5.86,overcast clouds
413,Akcakoca,TR,41.0866,31.1162,51.31,65,10,6.06,clear sky
414,Mount Gambier,AU,-37.8333,140.7667,63.97,54,0,5.55,clear sky
415,Leh,IN,34.1667,77.5833,15.91,70,100,1.41,overcast clouds
416,Rio Grande,BR,-32.035,-52.0986,77.11,62,65,11.59,broken clouds
417,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,85,100,10.36,light snow
418,Taganak,PH,6.0833,118.3,78.94,77,100,7.87,overcast clouds
419,Guanica,PR,17.9716,-66.908,80.19,73,14,3.42,few clouds
420,Stolin,BY,51.8912,26.846,26.04,65,100,9.04,overcast clouds
421,Asau,RO,46.4333,26.4,38.32,71,86,2.44,overcast clouds
422,Cabedelo,BR,-6.9811,-34.8339,86.67,63,10,9.51,clear sky
423,Antofagasta,CL,-23.65,-70.4,67.28,57,0,6.8,clear sky
424,Cidreira,BR,-30.1811,-50.2056,75.18,62,81,10.6,broken clouds
425,Ishigaki,JP,24.3448,124.1572,64.53,68,100,14.97,overcast clouds
426,Grand-Santi,GF,4.25,-54.3833,77.5,85,97,3.8,overcast clouds
427,Tekeli,KZ,44.83,78.8239,31.24,77,100,7.7,overcast clouds
428,Penzance,GB,50.1186,-5.5371,52.77,77,83,31.36,light rain
429,Olafsvik,IS,64.8945,-23.7142,36.61,79,100,30.13,overcast clouds
430,Batagay,RU,67.6333,134.6333,-51.86,100,79,1.72,broken clouds
431,Hanyang,CN,32.1371,105.5126,46.09,70,0,1.41,clear sky
432,Meulaboh,ID,4.1363,96.1285,76.46,84,67,2.06,broken clouds
433,Kananga,CD,-5.8958,22.4178,78.8,66,100,2.42,overcast clouds
434,Wisconsin Rapids,US,44.3836,-89.8174,12.96,93,100,0.0,overcast clouds
435,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,73,75,16.46,broken clouds
436,Hellvik,NO,59.9156,5.781,45.0,90,100,11.65,light rain
437,Sosnovo-Ozerskoye,RU,52.5249,111.5418,1.96,91,45,14.27,scattered clouds
438,Duzce,TR,40.8389,31.1639,51.69,57,33,3.33,scattered clouds
439,North Platte,US,41.1239,-100.7654,26.49,86,100,0.0,mist
440,Pangnirtung,CA,66.1451,-65.7125,0.79,93,100,2.08,overcast clouds
441,Johnston,US,35.5335,-78.3997,40.66,84,100,2.86,overcast clouds
442,Havoysund,NO,70.9963,24.6622,21.43,89,32,16.69,scattered clouds
443,Wilmington,US,34.2257,-77.9447,38.89,81,0,3.44,clear sky
444,Deputatskiy,RU,69.3,139.9,-38.16,99,95,3.33,overcast clouds
445,Bonthe,SL,7.5264,-12.505,91.09,39,26,4.72,scattered clouds
446,Odda,NO,60.0691,6.5457,39.61,97,100,7.99,overcast clouds
447,Batote,IN,33.1227,75.321,48.49,44,100,3.49,overcast clouds
448,Villa Bruzual,VE,9.3328,-69.1208,77.56,69,100,4.61,overcast clouds
449,College,US,64.8569,-147.8028,4.59,82,75,0.0,light snow
450,Nata,PA,8.3333,-80.5167,74.35,81,0,3.67,clear sky
451,Warren,US,39.4334,-84.1666,28.69,83,0,0.0,mist
452,Dehloran,IR,32.6941,47.2679,56.86,60,49,4.09,scattered clouds
453,Trat,TH,12.5,102.5,78.91,56,99,6.22,overcast clouds
454,Aden,YE,12.7794,45.0367,79.05,66,6,9.19,clear sky
455,Barranca,PE,-10.75,-77.7667,69.33,78,18,4.74,few clouds
456,Alice Springs,AU,-23.7,133.8833,76.55,36,75,10.36,broken clouds
457,Bayangol,RU,50.6977,103.4656,-5.3,99,28,3.44,scattered clouds
458,Talnakh,RU,69.4865,88.3972,-43.8,95,73,3.0,broken clouds
459,Saint-Leu,RE,-21.15,55.2833,83.26,76,29,1.41,light rain
460,Rio Cuarto,AR,-33.1307,-64.3499,88.47,36,0,11.5,clear sky
461,Coihaique,CL,-45.5752,-72.0662,61.41,77,100,5.75,overcast clouds
462,Baykit,RU,61.67,96.37,-2.27,96,99,5.21,overcast clouds
463,Aktanysh,RU,55.7216,54.0829,-17.7,97,10,7.36,clear sky
464,Bayji,IQ,34.9311,43.487,54.55,65,100,6.58,overcast clouds
465,Souillac,MU,-20.5167,57.5167,84.58,61,75,10.36,broken clouds
466,Moose Factory,CA,51.2585,-80.6094,-16.87,100,22,4.47,few clouds
467,Paamiut,GL,61.994,-49.6678,22.96,61,100,9.95,overcast clouds
468,Tobolsk,RU,58.2,68.2667,14.76,95,100,7.85,snow
469,Polunochnoye,RU,60.8697,60.4153,-14.89,92,100,11.97,overcast clouds
470,Kieta,PG,-6.2167,155.6333,79.86,86,100,3.71,overcast clouds
471,Jonuta,MX,18.0833,-92.1333,64.81,91,0,5.5,clear sky
472,Halifax,CA,44.6453,-63.5724,30.45,95,91,3.0,overcast clouds
473,Mandalgovi,MN,45.7625,106.2708,22.06,56,4,20.09,clear sky
474,Bintulu,MY,3.1667,113.0333,79.21,94,20,2.3,few clouds
475,Skelleftea,SE,64.7507,20.9528,19.99,100,100,8.05,light snow
476,Pandan Niog,PH,6.2282,120.5631,82.56,73,100,9.71,overcast clouds
477,Harrison,US,30.4091,-89.0436,48.25,93,0,0.0,mist
478,Alekseyevsk,RU,57.8406,108.3492,13.06,93,100,9.01,light snow
479,Palmer,US,42.1584,-72.3287,36.01,82,67,3.31,broken clouds
480,Tautira,PF,-17.7333,-149.15,79.52,77,5,10.8,clear sky
481,Campobello Di Mazara,IT,37.6358,12.7443,59.67,74,1,4.45,clear sky
482,Mushie,CD,-3.0167,16.9,90.5,47,29,3.87,scattered clouds
483,Umm Kaddadah,SD,13.6017,26.6876,78.57,13,6,14.12,clear sky
484,Vung Tau,VN,10.346,107.0843,75.7,78,100,5.06,overcast clouds
485,Isla Aguada,MX,18.7833,-91.4667,75.24,76,0,12.64,clear sky
486,Jundiai,BR,-23.1864,-46.8842,71.29,73,100,9.17,overcast clouds
487,Bowen,AU,-20.0167,148.2333,79.52,78,42,12.64,scattered clouds
488,Tazmalt,DZ,36.3868,4.3989,62.08,31,0,3.33,clear sky
489,San Carlos De Bariloche,AR,-41.1456,-71.3082,69.24,52,40,3.44,scattered clouds
490,Baie-Comeau,CA,49.2168,-68.1489,26.28,100,100,3.44,light snow
491,Miri,MY,4.4148,114.0089,80.74,89,20,4.61,few clouds
492,Starkville,US,33.4504,-88.8184,43.68,93,0,4.61,clear sky
493,Tabou,CI,4.423,-7.3528,85.71,61,18,7.54,few clouds
494,Alcantara,BR,-2.4089,-44.4147,84.4,82,100,6.69,overcast clouds
495,Waipawa,NZ,-41.4122,175.5153,57.51,98,100,13.06,moderate rain
496,Oyon,PE,-10.6681,-76.7731,45.93,85,78,4.27,broken clouds
497,Grand Gaube,MU,-20.0064,57.6608,84.6,62,99,10.0,overcast clouds
498,Alyangula,AU,-13.8483,136.4192,83.52,78,100,21.9,overcast clouds
499,Taoudenni,ML,22.6783,-3.9836,72.39,15,100,15.48,overcast clouds
500,Sioux Lookout,CA,50.1001,-91.917,10.47,85,100,8.05,overcast clouds
501,Chumikan,RU,54.7183,135.315,-1.61,83,100,15.32,overcast clouds
502,Hualmay,PE,-11.0964,-77.6139,70.0,77,16,5.73,few clouds
503,Povenets,RU,62.8487,34.8262,0.77,96,20,5.44,few clouds
504,Keetmanshoop,NA,-26.5833,18.1333,90.93,11,0,5.64,clear sky
505,Port Lincoln,AU,-34.7333,135.8667,68.05,69,0,8.61,clear sky
506,Trinidad,BO,-14.8333,-64.9,80.58,78,9,0.0,clear sky
507,Hailey,US,43.5196,-114.3153,22.8,81,0,11.5,clear sky
508,Shaki,AZ,41.0833,47.1667,51.1,39,43,19.1,scattered clouds
509,Hailar,CN,49.2,119.7,-8.36,95,100,4.09,overcast clouds
510,Villarrica,PY,-25.75,-56.4333,81.97,48,0,6.96,clear sky
511,Oussouye,SN,12.485,-16.5469,86.18,14,92,11.32,overcast clouds
512,Birao,CF,10.2849,22.7882,90.34,11,40,9.86,scattered clouds
513,Mayumba,GA,-3.432,10.6554,80.96,78,100,7.67,light rain
514,Najran,SA,17.4924,44.1277,70.45,24,2,8.63,clear sky
515,Lucenec,SK,48.3325,19.6671,46.0,82,88,3.85,overcast clouds
516,Epinal,FR,48.1833,6.45,54.36,78,29,12.88,scattered clouds
517,At-Bashi,KG,41.1702,75.8106,13.77,68,11,3.53,few clouds
518,Ignacio Zaragoza,MX,28.3833,-107.2167,39.9,45,0,4.29,clear sky
519,Bandarbeyla,SO,9.4942,50.8122,79.29,62,4,15.59,clear sky
520,Uvira,CD,-3.4067,29.1458,81.01,62,47,10.02,light rain
521,Campbell River,CA,50.0163,-125.2446,49.44,91,100,16.22,overcast clouds
522,Divnomorskoye,RU,44.5011,38.1353,34.39,59,100,7.83,overcast clouds
523,Bemidji,US,47.4736,-94.8803,-0.94,88,0,0.0,clear sky
524,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.57,60,19,10.36,few clouds
525,Independence,US,39.0911,-94.4155,35.69,73,100,12.66,overcast clouds
526,San Angelo,US,31.4638,-100.437,53.42,79,100,5.75,overcast clouds
527,Svetlogorsk,BY,52.6333,29.7333,15.12,59,100,8.37,overcast clouds
528,Daru,PG,-9.0763,143.2092,77.14,88,100,4.9,overcast clouds
529,Ust-Tsilma,RU,65.441,52.1498,-36.22,100,49,3.44,scattered clouds
530,Monrovia,LR,6.3005,-10.7969,87.57,58,11,9.4,few clouds
531,Plettenberg Bay,ZA,-34.0527,23.3716,70.3,59,4,11.61,clear sky
532,Korla,CN,41.7597,86.1469,27.82,39,6,0.67,clear sky
533,Kulautuva,LT,54.9333,23.6,17.6,93,100,12.28,light snow
534,Mwanza,TZ,-2.5167,32.9,80.65,54,20,14.97,few clouds
535,Martil,MA,35.6166,-5.2752,64.36,63,0,13.8,clear sky
536,Opunake,NZ,-39.4556,173.8583,64.11,94,100,26.96,overcast clouds
537,Mizdah,LY,31.4451,12.9801,54.7,60,83,18.68,broken clouds
538,Kirakira,SB,-10.4544,161.9205,81.63,81,98,8.75,overcast clouds
539,Cayenne,GF,4.9333,-52.3333,73.44,94,100,3.44,light rain
540,Sayyan,YE,15.1718,44.3244,65.14,27,1,9.4,clear sky
541,Kaka,TM,37.3482,59.6143,55.94,37,7,2.53,clear sky
542,Dawlatabad,AF,36.4141,64.9053,59.61,40,100,7.23,overcast clouds
543,Tibagi,BR,-24.5094,-50.4136,71.37,60,26,7.23,scattered clouds
544,Acari,PE,-15.4311,-74.6158,75.6,68,55,5.01,broken clouds
545,Kashary,RU,49.04,41.0056,12.27,51,5,12.48,clear sky
546,Jieshi,CN,22.8134,115.8257,64.17,59,100,20.94,overcast clouds
547,Gloggnitz,AT,47.6749,15.9389,52.95,55,95,3.27,overcast clouds
548,Champerico,GT,14.3,-91.9167,72.14,66,1,4.97,clear sky
549,Araouane,ML,18.9048,-3.5265,80.6,12,88,14.5,overcast clouds
550,Teguise,ES,29.0605,-13.564,66.42,68,40,11.5,scattered clouds
551,Itaqui,BR,-29.1253,-56.5531,87.71,28,2,12.03,clear sky
552,Nantucket,US,41.2835,-70.0995,39.25,93,100,5.75,overcast clouds
553,Kucove,AL,40.8003,19.9167,60.17,46,0,3.36,clear sky
554,Beringovskiy,RU,63.05,179.3167,-3.59,95,100,13.09,overcast clouds
555,Gubkinskiy,RU,64.434,76.5026,-37.28,88,54,11.14,broken clouds
